ID|ATT
"acdk"|All 32-bit MS Windows (95/98/NT/2000/XP)
"acdk"|Build Tools
"acdk"|Interpreters
"acdk"|All POSIX (Linux/BSD/UNIX-like OSes)
"acdk"|Perl
"acdk"|Beta
"acdk"|User Interfaces
"acdk"|GNU Library or Lesser General Public License (LGPL)
"acdk"|Object Oriented
"acdk"|Frameworks
"acdk"|Developers
"acdk"|Planning
"acdk"|Solaris
"acdk"|Tcl
"acdk"|OS Portable (Source code to work with many OS platforms)
"acdk"|Java
"acdk"|C#
"acdk"|BSD License
"acdk"|XML
"acdk"|Python
"acdk"|Lisp
"acdk"|Linux
"acdk"|C++
"acdk"|Production/Stable
"acdo"|GNU General Public License (GPL)
"acdo"|C
"acdo"|X Window System (X11)
"acdo"|End Users/Desktop
"acdo"|All POSIX (Linux/BSD/UNIX-like OSes)
"acdo"|Front-Ends
"acdo"|Desktop Environment
"acdo"|Other Audience
"acdo"|Production/Stable
"acdo"|Ada
"acds"|PHP
"acds"|Pre-Alpha
"acds"|Office/Business
"acds"|Web-based
"acds"|Other/Nonlisted Topic
"acds"|Healthcare Industry
"acds"|GNU General Public License (GPL)
"acds"|OS Independent (Written in an interpreted language)
"acds"|JavaScript
"acds"|Financial and Insurance Industry
"acds"|Legal Industry
"acdx-c"|Console/Terminal
"acdx-c"|32-bit MS Windows (NT/2000/XP)
"acdx-c"|Alpha
"acdx-c"|Developers
"acdx-c"|BSD License
"acdx-c"|Information Technology
"acdx-c"|C++
"acdx-c"|Communications
"ace"|Alpha
"ace"|Text Editors
"ace"|OS Independent (Written in an interpreted language)
"ace"|Java Swing
"ace"|Java
"ace"|GNU General Public License (GPL)
"ace-asn1"|Developers
"ace-asn1"|Planning
"ace-asn1"|OS Independent (Written in an interpreted language)
"ace-asn1"|BSD License
"ace-asn1"|C++
"ace-asn1"|Networking
"aceball"|GNU General Public License (GPL)
"aceball"|Java
"aceball"|OS Independent (Written in an interpreted language)
"aceball"|End Users/Desktop
"aceball"|Turn Based Strategy
"aceball"|Developers
"aceball"|Pre-Alpha
"acecad"|X Window System (X11)
"acecad"|All POSIX (Linux/BSD/UNIX-like OSes)
"acecad"|Non-interactive (Daemon)
"acecad"|GNU General Public License (GPL)
"acecad"|End Users/Desktop
"acecad"|Linux
"acecad"|Graphics
"acecad"|Mature
"acecad"|C
"ace-freebsd"|Software Development
"ace-freebsd"|FreeBSD
"ace-freebsd"|BSD License
"ace-freebsd"|Developers
"ace-freebsd"|Inactive
"ace-freebsd"|All POSIX (Linux/BSD/UNIX-like OSes)
"ace-freebsd"|All BSD Platforms (FreeBSD/NetBSD/OpenBSD/Apple Mac OS X)
"acegisecurity"|Interpreters
"acegisecurity"|Production/Stable
"acegisecurity"|Apache License V2.0
"acegisecurity"|Java
"acegisecurity"|Security
"acegisecurity"|Authentication/Directory
"acegisecurity"|Non-interactive (Daemon)
"acegisecurity"|Developers
"acegisecurity"|OS Independent (Written in an interpreted language)
"ace-gmailclient"|Visual Basic
"ace-gmailclient"|All 32-bit MS Windows (95/98/NT/2000/XP)
"ace-gmailclient"|Email Clients (MUA)
"ace-gmailclient"|GNU General Public License (GPL)
"ace-gmailclient"|Win32 (MS Windows)
"ace-gmailclient"|Beta
"ace-gmailclient"|Developers
"acehttp"|Other Audience
"acehttp"|System Administrators
"acehttp"|GNU General Public License (GPL)
"acehttp"|End Users/Desktop
"acehttp"|Java
"acehttp"|Planning
"acehttp"|Developers
"acehttp"|HTTP Servers
"acehttp"|OS Independent (Written in an interpreted language)
"acell"|Physics
"acell"|Healthcare Industry
"acell"|OS Independent (Written in an interpreted language)
"acell"|Python
"acell"|GNU General Public License (GPL)
"acell"|Planning
"acell"|Bio-Informatics
"acell"|Chemistry
"acell"|Science/Research
"acengine"|Visual Basic
"acengine"|Win32 (MS Windows)
"acengine"|32-bit MS Windows (95/98)
"acengine"|All 32-bit MS Windows (95/98/NT/2000/XP)
"acengine"|Other Audience
"acengine"|End Users/Desktop
"acengine"|Cryptography
"acengine"|Planning
"acengine"|Developers
"acengine"|GNU Library or Lesser General Public License (LGPL)
"aceoperator"|Chat
"aceoperator"|Java
"aceoperator"|32-bit MS Windows (NT/2000/XP)
"aceoperator"|Production/Stable
"aceoperator"|All POSIX (Linux/BSD/UNIX-like OSes)
"aceoperator"|GNU Library or Lesser General Public License (LGPL)
"aceoperator"|WinXP
"aceoperator"|Customer Service
"aceoperator"|Linux
"aceoperator"|Telecommunications Industry
"aceoperator"|All 32-bit MS Windows (95/98/NT/2000/XP)
"aceoperator"|Web-based
"aceoperator"|Win2K
"ace-radius"|Beta
"ace-radius"|WinXP
"ace-radius"|Internet
"ace-radius"|Telecommunications Industry
"ace-radius"|OS Independent (Written in an interpreted language)
"ace-radius"|Communications
"ace-radius"|C++
"ace-radius"|Linux
"ace-radius"|BSD License
"ace-radius"|Software Development
"ace-radius"|Solaris
"ace-radius"|Developers
"ace-radius"|32-bit MS Windows (NT/2000/XP)
"ace-radius"|Networking
"ace-radius"|Win2K
"ace-radius"|All 32-bit MS Windows (95/98/NT/2000/XP)
"ace-radius"|All POSIX (Linux/BSD/UNIX-like OSes)
"acerhk"|C
"acerhk"|Mature
"acerhk"|Hardware Drivers
"acerhk"|End Users/Desktop
"acerhk"|Advanced End Users
"acerhk"|Linux
"acerhk"|GNU General Public License (GPL)
"acerhk"|Non-interactive (Daemon)
"aces"|C++
"aces"|Perl
"aces"|All 32-bit MS Windows (95/98/NT/2000/XP)
"aces"|All POSIX (Linux/BSD/UNIX-like OSes)
"aces"|GNU Library or Lesser General Public License (LGPL)
"aces"|Win32 (MS Windows)
"aces"|Alpha
"aces"|Linux
"aces"|Backup
"aces"|Planning
"aces"|GNU General Public License (GPL)
"aces"|End Users/Desktop
"aceserv"|System Administrators
"aceserv"|Developers
"aceserv"|C
"aceserv"|All POSIX (Linux/BSD/UNIX-like OSes)
"aceserv"|PHP License
"aceserv"|Non-interactive (Daemon)
"aceserv"|Other Audience
"aceserv"|Pre-Alpha
"aceserv"|GNU General Public License (GPL)
"aceserv"|Internet Relay Chat
"acexperiment"|All POSIX (Linux/BSD/UNIX-like OSes)
"acexperiment"|Linux
"acexperiment"|Developers
"acexperiment"|C++
"acexperiment"|Multi-User Dungeons (MUD)
"acexperiment"|32-bit MS Windows (NT/2000/XP)
"acexperiment"|GNU General Public License (GPL)
"acexperiment"|Win2K
"acexperiment"|Role-Playing
"acexperiment"|Planning
"acexperiment"|All 32-bit MS Windows (95/98/NT/2000/XP)
"acexperiment"|WinXP
"acexperiment"|32-bit MS Windows (95/98)
"aceyget"|WWW/HTTP
"aceyget"|All 32-bit MS Windows (95/98/NT/2000/XP)
"aceyget"|End Users/Desktop
"aceyget"|Mature
"aceyget"|Public Domain
"acf"|C++
"acf"|Developers
"acf"|Scientific/Engineering
"acf"|Other Audience
"acf"|Pre-Alpha
"acf"|Python
"acf"|GNU General Public License (GPL)
"acf"|All POSIX (Linux/BSD/UNIX-like OSes)
"acf"|Linux
"acfproj"|Software Development
"acfproj"|C++
"acfproj"|Developers
"acfreeproxy"|Forth
"acfreeproxy"|Win2K
"acfreeproxy"|32-bit MS Windows (NT/2000/XP)
"acfreeproxy"|HTTP Servers
"acfreeproxy"|WinXP
"acfreeproxy"|End Users/Desktop
"acfreeproxy"|Beta
"acfreeproxy"|GNU General Public License (GPL)
"acfreeproxy"|Firewalls
"acfreeproxy"|Non-interactive (Daemon)
"acfreeproxy"|System Administrators
"acfreeproxy"|All 32-bit MS Windows (95/98/NT/2000/XP)
"acfreeproxy"|Win32 (MS Windows)
"acfreeproxy"|WinCE
"acfreeproxy"|32-bit MS Windows (95/98)
"acftp"|Forth
"acftp"|Alpha
"acftp"|All 32-bit MS Windows (95/98/NT/2000/XP)
"acftp"|Non-interactive (Daemon)
"acftp"|GNU General Public License (GPL)
"acftp"|Win32 (MS Windows)
"acftp"|32-bit MS Windows (95/98)
"acftp"|WinXP
"acftp"|End Users/Desktop
"acftp"|32-bit MS Windows (NT/2000/XP)
"acftp"|Win2K
"acftp"|System Administrators
"acftp"|Developers
"acftp"|File Transfer Protocol (FTP)
"acgm"|Role-Playing
"acgm"|Visual Basic
"acgm"|Perl
"acgm"|End Users/Desktop
"acgm"|Planning
"ach"|Alpha
"ach"|X Window System (X11)
"ach"|Turn Based Strategy
"ach"|Win32 (MS Windows)
"ach"|Developers
"ach"|Web-based
"ach"|Simulation
"ach"|OS Independent (Written in an interpreted language)
"ach"|GNU General Public License (GPL)
"ach"|Java
"achaeacure"|Beta
"achaeacure"|All 32-bit MS Windows (95/98/NT/2000/XP)
"achaeacure"|Multi-User Dungeons (MUD)
"achaeacure"|Production/Stable
"achaeacure"|GNU General Public License (GPL)
"achanis"|Developers
"achanis"|OS Independent (Written in an interpreted language)
"achanis"|Planning
"achanis"|LPC
"achanis"|Multi-User Dungeons (MUD)
"achape"|Alpha
"achape"|Systems Administration
"achape"|GNU General Public License (GPL)
"achape"|Linux
"achape"|Web-based
"achape"|PHP
"achape"|System Administrators
"achat"|Chat
"achat"|Delphi/Kylix
"achat"|Win32 (MS Windows)
"achat"|GNU General Public License (GPL)
"achat"|Win2K
"achat"|WWW/HTTP
"achat"|Beta
"achat"|System Administrators
"achat"|WinXP
"achat"|End Users/Desktop
"achat"|File Sharing
"achat"|32-bit MS Windows (NT/2000/XP)
"achd"|Chat
"achd"|Web-based
"achd"|Linux
"achd"|WAP
"achd"|FreeBSD
"achd"|All POSIX (Linux/BSD/UNIX-like OSes)
"achd"|Unix Shell
"achd"|PHP
"achd"|GNU General Public License (GPL)
"achd"|Other/Proprietary License
"achd"|Other Audience
"achd"|All BSD Platforms (FreeBSD/NetBSD/OpenBSD/Apple Mac OS X)
"achd"|All 32-bit MS Windows (95/98/NT/2000/XP)
"achd"|Planning
"achelous"|Pre-Alpha
"achelous"|FreeBSD
"achelous"|Installation/Setup
"achelous"|C
"achelous"|Desktop Environment
"achelous"|Developers
"achelous"|Operating System Kernels
"achelous"|End Users/Desktop
"achelous"|OS Independent (Written in an interpreted language)
"achelous"|All BSD Platforms (FreeBSD/NetBSD/OpenBSD/Apple Mac OS X)
"achelous"|GNU General Public License (GPL)
"achelous"|Planning
"achelous"|System Administrators
"achelous"|Pascal
"achelous"|Apple Mac OS Classic
"achelous"|C++
"achelous"|All POSIX (Linux/BSD/UNIX-like OSes)
"acheron-l"|Standard ML
"acheron-l"|Education
"acheron-l"|Compilers
"acheron-l"|C
"acheron-l"|GNU General Public License (GPL)
"acheron-l"|All POSIX (Linux/BSD/UNIX-like OSes)
"acheron-l"|Interpreters
"acheron-l"|Alpha
"acheron-l"|Other Operating Systems
"acheron-l"|Code Generators
"acheron-l"|GNU Library or Lesser General Public License (LGPL)
"acheron-l"|Linux
"acheron-l"|Developers
"acheron-l"|Information Technology
"achilles"|Production/Stable
"achilles"|X Window System (X11)
"achilles"|GNU General Public License (GPL)
"achilles"|OS Independent (Written in an interpreted language)
"achilles"|Other Audience
"achilles"|Win32 (MS Windows)
"achilles"|Lisp
"achilles"|Artificial Intelligence
"achilles"|C
"achilles"|C++
"achimguestbook"|Production/Stable
"achimguestbook"|Dynamic Content
"achimguestbook"|PHP
"achimguestbook"|GNU General Public License (GPL)
"achimguestbook"|System Administrators
"achimguestbook"|Developers
"achimguestbook"|OS Independent (Written in an interpreted language)
"achimguestbook"|End Users/Desktop
"achimguestbook"|Web-based
"acid"|End Users/Desktop
"acid"|Developers
"acid"|Software Development
"acid"|File Sharing
"acid"|C++
"acid"|GNU General Public License (GPL)
"acid"|Chat
"acid"|Visual Basic
"acid"|Pre-Alpha
"acid"|All 32-bit MS Windows (95/98/NT/2000/XP)
"acid"|Win32 (MS Windows)
"acid3lib"|Sound/Audio
"acid3lib"|Developers
"acid3lib"|Alpha
"acid3lib"|OS Independent (Written in an interpreted language)
"acid3lib"|Software Development
"acid3lib"|GNU Library or Lesser General Public License (LGPL)
"acid3lib"|Java
"acidblood"|All POSIX (Linux/BSD/UNIX-like OSes)
"acidblood"|Linux
"acidblood"|Internet Relay Chat
"acidblood"|Production/Stable
"acidblood"|Solaris
"acidblood"|Developers
"acidblood"|Non-interactive (Daemon)
"acidblood"|C
"acidblood"|End Users/Desktop
"acidblood"|GNU General Public License (GPL)
"acidcp"|Beta
"acidcp"|Linux
"acidcp"|GNU General Public License (GPL)
"acidcp"|Religion and Philosophy
"acidcp"|Gnome
"acidcp"|End Users/Desktop
"acidcp"|C
"acidcp"|Apple Mac OS Classic
"acidcp"|BSD License
"acidcp"|Command-line
"acidcp"|All POSIX (Linux/BSD/UNIX-like OSes)
"acidcp"|Win32 (MS Windows)
"acidcp"|C++
"acidcp"|All 32-bit MS Windows (95/98/NT/2000/XP)
"acidcp"|Other/Nonlisted Topic
"acidcp"|Curses/Ncurses
"acidcp"|Pre-Alpha
"acidcp"|Hardware Drivers
"acidcult"|Web-based
"acidcult"|Developers
"acidcult"|PHP
"acidcult"|Message Boards
"acidcult"|Advanced End Users
"acidcult"|BBS
"acidcult"|Pre-Alpha
"acidcult"|GNU General Public License (GPL)
"acidcult"|JavaScript
"acidcult"|Planning
"acidim"|Education
"acidim"|OS Independent (Written in an interpreted language)
"acidim"|Console/Terminal
"acidim"|Medical Science Apps.
"acidim"|GNU General Public License (GPL)
"acidim"|All POSIX (Linux/BSD/UNIX-like OSes)
"acidim"|Healthcare Industry
"acidim"|Bio-Informatics
"acidim"|OS Portable (Source code to work with many OS platforms)
"acidim"|End Users/Desktop
"acidim"|Web-based
"acidim"|Chat
"acidim"|Beta
"acidim"|C++
"acidim"|Science/Research
"acidim"|Conferencing
"acidim"|Molecular Science
"acidim"|Perl
"acidircd"|GNU General Public License (GPL)
"acidircd"|Internet Relay Chat
"acidircd"|End Users/Desktop
"acidircd"|System Administrators
"acidircd"|Telecommunications Industry
"acidircd"|Developers
"acidircd"|Production/Stable
"acidircd"|C
"acidircd"|All POSIX (Linux/BSD/UNIX-like OSes)
"acidircd"|Non-interactive (Daemon)
"acidlab"|Security
"acidlab"|Web-based
"acidlab"|PHP
"acidlab"|Monitoring
"acidlab"|Beta
"acidlab"|GNU General Public License (GPL)
"acidlab"|OS Independent (Written in an interpreted language)
"acidlab"|System Administrators
"acidmon"|Telecommunications Industry
"acidmon"|Advanced End Users
"acidmon"|Win32 (MS Windows)
"acidmon"|All 32-bit MS Windows (95/98/NT/2000/XP)
"acidmon"|Non-interactive (Daemon)
"acidmon"|Monitoring
"acidmon"|C++
"acidmon"|Communications
"acidmon"|GNU General Public License (GPL)
"acidmon"|System Administrators
"acidmon"|Planning
"acidrip"|All BSD Platforms (FreeBSD/NetBSD/OpenBSD/Apple Mac OS X)
"acidrip"|Gnome
"acidrip"|Video Capture
"acidrip"|Perl
"acidrip"|GNU General Public License (GPL)
"acidrip"|All POSIX (Linux/BSD/UNIX-like OSes)
"acidrip"|Production/Stable
"acidrip"|End Users/Desktop
"acidrip"|Linux
"acidrip"|Conversion
"acidsun"|Dynamic Content
"acidsun"|Planning
"acidsun"|Developers
"acidsun"|Archiving
"acidsun"|System Administrators
"acidsun"|GNU General Public License (GPL)
"acidsun"|Site Management
"acidsun"|PHP
"acidvat"|Beta
"acidvat"|Perl
"acidvat"|Other Audience
"acidvat"|Filters
"acidvat"|OS Independent (Written in an interpreted language)
"acidvat"|System Administrators
"acidvat"|Non-interactive (Daemon)
"acidvat"|All POSIX (Linux/BSD/UNIX-like OSes)
"acidvat"|Artistic License
"acidview6-win32"|Win2K
"acidview6-win32"|GNU General Public License (GPL)
"acidview6-win32"|Win32 (MS Windows)
"acidview6-win32"|32-bit MS Windows (NT/2000/XP)
"acidview6-win32"|WinXP
"acidview6-win32"|Production/Stable
"acidview6-win32"|32-bit MS Windows (95/98)
"acidview6-win32"|Presentation
"acidview6-win32"|All 32-bit MS Windows (95/98/NT/2000/XP)
"acidview6-win32"|BBS
"acidview6-win32"|Graphics Conversion
"acidview6-win32"|Viewers
"acidview6-win32"|End Users/Desktop
"acip"|Education
"acip"|Artistic License
"acip"|Documentation
"acip"|Developers
"acip"|Other Audience
"acip"|Religion and Philosophy
"acip"|End Users/Desktop
"acip"|OS Independent (Written in an interpreted language)
"acirc"|X Window System (X11)
"acirc"|All POSIX (Linux/BSD/UNIX-like OSes)
"acirc"|Internet Relay Chat
"acirc"|Python
"acirc"|End Users/Desktop
"acirc"|GTK+
"acirc"|Gnome
"acirc"|GNU General Public License (GPL)
"acirc"|Planning
"acity"|OS Independent (Written in an interpreted language)
"acity"|Production/Stable
"acity"|Internet
"acity"|Web-based
"acity"|GNU General Public License (GPL)
"acity"|Developers
"acity"|Database
"acity"|PHP
"acity"|Healthcare Industry
"ackertodo"|Web-based
"ackertodo"|OS Independent (Written in an interpreted language)
"ackertodo"|Handheld/Mobile/PDA
"ackertodo"|Other Audience
"ackertodo"|GNU General Public License (GPL)
"ackertodo"|PHP
"ackertodo"|Handheld/Embedded Operating Systems
"ackertodo"|Command-line
"ackertodo"|Information Technology
"ackertodo"|Scheduling
"ackertodo"|Production/Stable
"ackertodo"|PL/SQL
"ackertodo"|All 32-bit MS Windows (95/98/NT/2000/XP)
"ackertodo"|Console/Terminal
"ackertodo"|OS X
"ackertodo"|Project Management
"ackertodo"|Education
"ackertodo"|OS Portable (Source code to work with many OS platforms)
"ackertodo"|System Administrators
"ackertodo"|Linux
"ackertodo"|Front-Ends
"ackertodo"|Dynamic Content
"ackertodo"|All POSIX (Linux/BSD/UNIX-like OSes)
"ackertodo"|End Users/Desktop
"ackertodo"|Developers
"ackord"|Analysis
"ackord"|Win32 (MS Windows)
"ackord"|All 32-bit MS Windows (95/98/NT/2000/XP)
"ackord"|GNU General Public License (GPL)
"ackord"|Delphi/Kylix
"ackord"|End Users/Desktop
"ackord"|MIDI
"ackord"|Beta
"ackord"|32-bit MS Windows (NT/2000/XP)
"ackord"|32-bit MS Windows (95/98)
"ackord"|Other Audience
"ackterm"|Telnet
"ackterm"|GNU General Public License (GPL)
"ackterm"|C#
"ackterm"|End Users/Desktop
"ackterm"|Terminal Emulators/X Terminals
"ackterm"|OS Portable (Source code to work with many OS platforms)
"ackterm"|Pre-Alpha
"ackterm"|.NET/Mono
"aclassutil"|C
"aclassutil"|GNU Library or Lesser General Public License (LGPL)
"aclassutil"|Linux
"aclassutil"|Developers
"aclassutil"|All POSIX (Linux/BSD/UNIX-like OSes)
"aclassutil"|Alpha
"aclassutil"|Gnome
"aclassutil"|Build Tools
"aclean"|All 32-bit MS Windows (95/98/NT/2000/XP)
"aclean"|32-bit MS Windows (95/98)
"aclean"|WinXP
"aclean"|Delphi/Kylix
"aclean"|Win32 (MS Windows)
"aclean"|End Users/Desktop
"aclean"|Beta
"aclean"|Other Audience
"aclean"|Systems Administration
"aclean"|32-bit MS Windows (NT/2000/XP)
"aclean"|GNU General Public License (GPL)
"aclean"|Production/Stable
"aclean"|Win2K
"aclean"|System Administrators
"aclean"|Object Pascal
"aclean"|Developers
"aclibexif"|Alpha
"aclibexif"|Developers
"aclibexif"|GNU Library or Lesser General Public License (LGPL)
"aclibexif"|Java
"aclibexif"|Graphics
"aclibexif"|OS Independent (Written in an interpreted language)
"aclibexif"|Java Swing
"aclibico"|Java
"aclibico"|Production/Stable
"aclibico"|OS Independent (Written in an interpreted language)
"aclibico"|End Users/Desktop
"aclibico"|Graphics Conversion
"aclibico"|GNU General Public License (GPL)
"a-client"|Internet Relay Chat
"a-client"|Win32 (MS Windows)
"a-client"|All 32-bit MS Windows (95/98/NT/2000/XP)
"a-client"|End Users/Desktop
"a-client"|Planning
"a-client"|C++
"a-client"|GNU General Public License (GPL)
"aclip"|Alpha
"aclip"|Tcl
"aclip"|X Window System (X11)
"aclip"|Developers
"aclip"|Desktop Environment
"aclip"|OS Independent (Written in an interpreted language)
"aclip"|End Users/Desktop
"aclip"|BSD License
"aclocator"|GNU General Public License (GPL)
"aclocator"|Solaris
"aclocator"|Linux
"aclocator"|All POSIX (Linux/BSD/UNIX-like OSes)
"aclocator"|Production/Stable
"aclocator"|Java
"aclocator"|32-bit MS Windows (95/98)
"aclocator"|All 32-bit MS Windows (95/98/NT/2000/XP)
"aclocator"|Role-Playing
"aclocator"|Multi-User Dungeons (MUD)
"aclocator"|End Users/Desktop
"aclog"|Perl
"aclog"|Mature
"aclog"|End Users/Desktop
"aclog"|Log Analysis
"aclog"|GNU General Public License (GPL)
"aclog"|OS Independent (Written in an interpreted language)
"acloneboard"|End Users/Desktop
"acloneboard"|Web-based
"acloneboard"|PHP
"acloneboard"|Developers
"acloneboard"|Planning
"acloneboard"|System Administrators
"acloneboard"|Message Boards
"acloneboard"|GNU General Public License (GPL)
"acloneboard"|OS Independent (Written in an interpreted language)
"acl-trend"|GNU General Public License (GPL)
"acl-trend"|PHP
"acl-trend"|Web-based
"acl-trend"|Systems Administration
"acl-trend"|Logging
"acl-trend"|Information Technology
"acl-trend"|System Administrators
"acl-trend"|OS Independent (Written in an interpreted language)
"acl-trend"|Security
"acl-trend"|Telecommunications Industry
"acl-trend"|Production/Stable
"acl-trend"|Log Analysis
"acl-trend"|Dynamic Content
"acl-trend"|Front-Ends
"acmacros"|C
"acmacros"|Build Tools
"acmacros"|OS Independent (Written in an interpreted language)
"acmacros"|C++
"acmacros"|Developers
"acmacros"|Fortran
"acmacros"|GNU General Public License (GPL)
"acmacros"|Production/Stable
"acman"|C
"acman"|Java
"acman"|Planning
"acman"|OS Independent (Written in an interpreted language)
"acman"|All POSIX (Linux/BSD/UNIX-like OSes)
"acman"|BSD License
"acman"|Web-based
"acman"|Developers
"acman"|System Administrators
"acman"|JavaScript
"acman"|Dynamic Content
"acmco-kb"|Web-based
"acmco-kb"|Pre-Alpha
"acmco-kb"|Office/Business
"acmco-kb"|System Administrators
"acmco-kb"|OS Independent (Written in an interpreted language)
"acmco-kb"|Customer Service
"acmco-kb"|PHP
"acmco-kb"|GNU General Public License (GPL)
"acmco-kb"|Information Technology
"acmco-kb"|Planning
"acmdoc"|zlib/libpng License
"acmdoc"|Planning
"acmdoc"|All POSIX (Linux/BSD/UNIX-like OSes)
"acmdoc"|C++
"acmdoc"|Pre-Alpha
"acmdoc"|Software Development
"acmdoc"|Plugins
"acmdoc"|OS Independent (Written in an interpreted language)
"acmdoc"|Developers
"acmdoc"|Games/Entertainment
"acmdoc"|Java SWT
"acmdoc"|All 32-bit MS Windows (95/98/NT/2000/XP)
"acmdoc"|Java
"acme"|OS Independent (Written in an interpreted language)
"acme"|Beta
"acme"|Dynamic Content
"acme"|GNU General Public License (GPL)
"acme"|Alpha
"acme"|Developers
"acme"|Site Management
"acme"|End Users/Desktop
"acme"|Perl
"acme"|Web-based
"acme"|Advanced End Users
"acmedupl"|All 32-bit MS Windows (95/98/NT/2000/XP)
"acmedupl"|Pre-Alpha
"acmedupl"|C++
"acmedupl"|End Users/Desktop
"acmedupl"|GNU General Public License (GPL)
"acmedupl"|Java
"acmedupl"|Education
"acmedupl"|System Administrators
"acmedupl"|JSP
"acmedupl"|All POSIX (Linux/BSD/UNIX-like OSes)
"acmedupl"|Advanced End Users
"acmedupl"|Web-based
"acmedupl"|All BSD Platforms (FreeBSD/NetBSD/OpenBSD/Apple Mac OS X)
"acmedupl"|Education
"acmemail"|All BSD Platforms (FreeBSD/NetBSD/OpenBSD/Apple Mac OS X)
"acmemail"|Dynamic Content
"acmemail"|System Administrators
"acmemail"|Alpha
"acmemail"|All POSIX (Linux/BSD/UNIX-like OSes)
"acmemail"|Front-Ends
"acmemail"|GNU General Public License (GPL)
"acmemail"|Artistic License
"acmemail"|Email
"acmemail"|Perl
"acmemail"|Beta
"acmemail"|Monitoring
"acmemail"|Distributed Computing
"acmemail"|PHP
"acmemail"|Web-based
"acmemail"|Linux
"acmemail"|OS Independent (Written in an interpreted language)
"acmemail"|Production/Stable
"acmemail"|Developers
"acmemail"|Message Boards
"acmemail"|Presentation
"acmengine"|WAP
"acmengine"|End Users/Desktop
"acmengine"|Dynamic Content
"acmengine"|Java
"acmengine"|PL/SQL
"acmengine"|Public Domain
"acmengine"|OS Independent (Written in an interpreted language)
"acmengine"|Web-based
"acmengine"|Planning
"acmengine"|Site Management
"acmengine"|PHP
"acmeschool"|Communications
"acmeschool"|Alpha
"acmeschool"|Education
"acmeschool"|GNU General Public License (GPL)
"acmeschool"|Planning
"acmeschool"|System Administrators
"acmeschool"|Linux
"acmeschool"|OS X
"acmeschool"|Education
"acmeschool"|Cocoa (MacOS X)
"acmeschool"|Pre-Alpha
"acmeschool"|C++
"acmeschool"|KDE
"acmeschool"|Non-interactive (Daemon)
"acmm"|Public Domain
"acmm"|End Users/Desktop
"acmm"|Web-based
"acmm"|Role-Playing
"acmm"|CGI Tools/Libraries
"acmm"|Perl
"acmm"|Database Engines/Servers
"acmm"|Developers
"acmm"|Beta
"acmm"|Production/Stable
"acmm"|OS Independent (Written in an interpreted language)
"acmnes"|C++
"acmnes"|Emulators
"acmnes"|End Users/Desktop
"acmnes"|Pre-Alpha
"acmnes"|GNU General Public License (GPL)
"acmosisfr"|Alpha
"acmosisfr"|Web-based
"acmosisfr"|PHP
"acmosisfr"|End Users/Desktop
"acmosisfr"|OS Independent (Written in an interpreted language)
"acmosisfr"|GNU General Public License (GPL)
"acmosisfr"|Sound/Audio
"acms"|OS Independent (Written in an interpreted language)
"acms"|Other Audience
"acms"|Web-based
"acms"|Developers
"acms"|GNU Library or Lesser General Public License (LGPL)
"acms"|Planning
"acms"|PHP
"acms"|System Administrators
"acms"|Dynamic Content
"acms"|Site Management
"acmwebsite"|WWW/HTTP
"acmwebsite"|Education
"acmwebsite"|Information Technology
"acmwebsite"|Developers
"acmwebsite"|Web-based
"acmwebsite"|ASP
"acmwebsite"|Visual Basic .NET
"acmwebsite"|C#
"acmwebsite"|GNU General Public License (GPL)
"acmwebsite"|PHP
"acmwebsite"|Linux
"acmwebsite"|Planning
"acmwebsite"|Education
"acollage"|OS Independent (Written in an interpreted language)
"acollage"|Viewers
"acollage"|GNU General Public License (GPL)
"acollage"|Web-based
"acollage"|Pre-Alpha
"acollage"|JavaScript
"acollage"|End Users/Desktop
"acollage"|Dynamic Content
"acollage"|Python
"acolytemtg"|Planning
"acolytemtg"|OS Independent (Written in an interpreted language)
"acolytemtg"|Java
"acolytemtg"|End Users/Desktop
"acolytemtg"|GNU General Public License (GPL)
"acolytemtg"|Win32 (MS Windows)
"acolytemtg"|Games/Entertainment
"acolytemtg"|X Window System (X11)
"acommando"|Gnome
"acommando"|C
"acommando"|Capture/Recording
"acommando"|Developers
"acommando"|GNU General Public License (GPL)
"acommando"|End Users/Desktop
"acommando"|Perl
"acommando"|All POSIX (Linux/BSD/UNIX-like OSes)
"acommando"|Pre-Alpha
"acommando"|Linux
"aconcorde"|GNU General Public License (GPL)
"aconcorde"|Science/Research
"aconcorde"|Alpha
"aconcorde"|Education
"aconcorde"|Information Analysis
"aconcorde"|Java
"aconcorde"|X Window System (X11)
"aconcorde"|Other Audience
"aconcorde"|OS Independent (Written in an interpreted language)
"aconcorde"|Win32 (MS Windows)
"acopost"|All POSIX (Linux/BSD/UNIX-like OSes)
"acopost"|Science/Research
"acopost"|Beta
"acopost"|C
"acopost"|Information Analysis
"acopost"|Artificial Intelligence
"acopost"|GNU General Public License (GPL)
"acopost"|Perl
"acorn"|Artificial Intelligence
"acorn"|OS Independent (Written in an interpreted language)
"acorn"|MIT License
"acorn"|Human Machine Interfaces
"acorn"|Planning
"acorn"|Developers
"acorn"|C
"acorncd"|Production/Stable
"acorncd"|Other Operating Systems
"acorncd"|CD Audio
"acorncd"|End Users/Desktop
"acorncd"|Developers
"acorncd"|BSD License
"acorncd"|C
"acorndrop"|Side-Scrolling/Arcade Games
"acorndrop"|GNU General Public License (GPL)
